,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates
2739,7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33
4958,6.0,0.555,0.26,4.5,0.053,17.0,126.0,0.9943,3.24,0.46
2472,7.9,0.255,0.26,2.0,0.026,40.0,190.0,0.9932,3.04,0.39
4007,6.8,0.27,0.42,7.3,0.054,58.0,200.0,0.99556,3.12,0.49
1493,5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33
4206,5.9,0.32,0.28,4.7,0.039,34.0,94.0,0.98964,3.22,0.57
2158,7.6,0.345,0.26,1.9,0.043,15.0,134.0,0.9936,3.08,0.38
1169,7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51
4809,5.2,0.31,0.2,2.4,0.027,27.0,117.0,0.98886,3.56,0.45
232,12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87
66,7.7,0.67,0.23,2.1,0.088,17.0,96.0,0.9962,3.32,0.48
1603,7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48
3283,7.6,0.2,0.34,1.8,0.041,42.0,148.0,0.99335,3.35,0.66
3596,6.8,0.23,0.42,7.4,0.044,56.0,189.0,0.9958,3.22,0.48
125,7.8,0.56,0.19,2.1,0.081,15.0,105.0,0.9962,3.33,0.54
1296,7.9,0.29,0.49,2.2,0.096,21.0,59.0,0.99714,3.31,0.67
1976,6.2,0.25,0.48,10.0,0.044,78.0,240.0,0.99655,3.25,0.47
4810,7.2,0.22,0.35,5.5,0.054,37.0,183.0,0.99474,3.08,0.5
4773,7.5,0.35,0.37,2.5,0.066,29.0,89.0,0.98964,3.14,0.42
2075,6.7,0.22,0.39,10.2,0.038,60.0,149.0,0.99725,3.17,0.54
3086,7.6,0.29,0.29,4.4,0.051,26.0,146.0,0.9939,3.16,0.39
4625,6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63
3345,6.5,0.24,0.29,8.2,0.043,32.0,156.0,0.99453,3.13,0.7
4755,6.6,0.23,0.32,1.7,0.024,26.0,102.0,0.99084,3.29,0.6
2797,6.7,0.31,0.42,6.4,0.057,25.0,148.0,0.9955,3.16,0.45
918,7.9,0.3,0.68,8.3,0.05,37.5,278.0,0.99316,3.01,0.51
1646,5.9,0.26,0.4,1.3,0.047,12.0,139.0,0.9945,3.45,0.53
364,10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66
3287,7.6,0.3,0.4,2.2,0.054,29.0,175.0,0.99445,3.19,0.53
2125,5.6,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35
4123,5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44
4569,5.4,0.185,0.19,7.1,0.048,36.0,110.0,0.99438,3.26,0.41
525,8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59
55,7.3,0.39,0.31,2.4,0.074,9.0,46.0,0.9962,3.41,0.54
638,8.2,0.59,0.0,2.5,0.093,19.0,58.0,1.0002,3.5,0.65
302,13.8,0.49,0.67,3.0,0.093,6.0,15.0,0.9986,3.02,0.93
2766,8.8,0.39,0.34,5.9,0.055,33.0,128.0,0.9927,2.95,0.51
1276,6.7,0.76,0.02,1.8,0.078,6.0,12.0,0.996,3.55,0.63
2055,7.1,0.16,0.36,1.2,0.043,21.0,90.0,0.9925,3.16,0.42
4432,7.6,0.27,0.3,9.2,0.018,23.0,96.0,0.9938,3.08,0.29
3644,6.4,0.44,0.44,14.4,0.048,29.0,228.0,0.99955,3.26,0.54
4143,6.1,0.33,0.32,7.8,0.052,52.0,183.0,0.99657,3.39,0.65
2878,7.1,0.37,0.32,1.4,0.037,27.0,126.0,0.9918,3.19,0.62
4202,6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,3.05,0.5
2286,5.3,0.24,0.33,1.3,0.033,25.0,97.0,0.9906,3.59,0.38
2261,7.5,0.19,0.34,2.6,0.037,33.0,125.0,0.9923,3.1,0.49
2296,9.2,0.22,0.4,2.4,0.054,18.0,151.0,0.9952,3.04,0.46
1753,5.5,0.16,0.22,4.5,0.03,30.0,102.0,0.9938,3.24,0.36
1968,6.6,0.33,0.31,1.3,0.02,29.0,89.0,0.99035,3.26,0.44
4631,7.4,0.36,0.32,1.9,0.036,27.0,119.0,0.99196,3.15,0.49
3117,8.1,0.24,0.33,10.2,0.048,46.0,141.0,0.9972,3.16,0.48
2393,6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,3.14,0.53
523,7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52
3900,9.7,0.24,0.49,4.9,0.032,3.0,18.0,0.99368,2.85,0.54
3122,7.7,0.26,0.32,1.2,0.04,26.0,117.0,0.993,3.21,0.56
4156,6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43
1969,7.8,0.3,0.4,1.8,0.028,23.0,122.0,0.9914,3.14,0.39
671,6.9,0.765,0.18,2.4,0.243,5.5,48.0,0.99612,3.4,0.6
4188,6.0,0.39,0.13,1.2,0.042,60.0,172.0,0.99114,3.06,0.52
666,9.4,0.685,0.26,2.4,0.082,23.0,143.0,0.9978,3.28,0.55
4617,6.4,0.2,0.22,7.4,0.032,53.0,172.0,0.99404,3.24,0.58
1887,6.0,0.29,0.2,12.6,0.045,45.0,187.0,0.9972,3.33,0.42
3266,7.5,0.42,0.2,1.4,0.06,15.0,168.0,0.9944,3.06,0.4
280,7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63
1719,7.0,0.23,0.36,7.1,0.028,31.0,104.0,0.9922,3.35,0.47
2947,7.2,0.24,0.4,17.85,0.049,50.0,185.0,1.0,3.34,0.42
4455,7.4,0.34,0.28,12.1,0.049,31.0,149.0,0.99677,3.22,0.49
899,8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59
5160,6.7,0.15,0.32,7.9,0.034,17.0,81.0,0.99512,3.29,0.31
760,8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64
1906,7.7,0.27,0.35,5.3,0.03,30.0,117.0,0.992,3.11,0.42
4042,7.5,0.22,0.32,2.4,0.045,29.0,100.0,0.99135,3.08,0.6
3823,6.6,0.2,0.27,10.9,0.038,29.0,130.0,0.99496,3.11,0.44
4138,8.0,0.28,0.3,8.4,0.03,35.0,115.0,0.99192,2.93,0.42
3818,6.8,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,3.11,0.45
4300,6.8,0.12,0.3,12.9,0.049,32.0,88.0,0.99654,3.2,0.35
2593,6.4,0.145,0.49,5.4,0.048,54.0,164.0,0.9946,3.56,0.44
4164,7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78
3031,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82
3579,7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.99772,2.99,0.59
2832,6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.99705,3.14,0.35
3472,7.2,0.22,0.24,1.4,0.041,17.0,159.0,0.99196,3.25,0.53
137,7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72
2180,7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62
2128,7.0,0.24,0.34,1.4,0.031,27.0,107.0,0.99,3.06,0.39
3177,6.4,0.18,0.32,9.6,0.052,24.0,90.0,0.9963,3.35,0.49
4637,6.2,0.24,0.28,12.2,0.049,54.0,133.0,0.9952,3.19,0.37
4649,5.7,0.25,0.26,12.5,0.049,52.5,106.0,0.99691,3.08,0.45
4261,6.2,0.47,0.19,8.3,0.029,24.0,142.0,0.992,3.22,0.45
4344,5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53
1331,6.2,0.51,0.14,1.9,0.056,15.0,34.0,0.99396,3.48,0.57
2017,8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75
4542,8.7,0.31,0.21,5.6,0.039,28.0,67.0,0.99328,2.96,0.52
2482,6.5,0.22,0.72,6.8,0.042,33.0,168.0,0.9958,3.12,0.36
1358,6.0,0.31,0.47,3.6,0.067,18.0,42.0,0.99549,3.39,0.66
1329,6.7,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71
2150,5.4,0.415,0.19,1.6,0.039,27.0,88.0,0.99265,3.54,0.41
4530,6.4,0.35,0.28,1.6,0.037,31.0,113.0,0.98779,3.12,0.4
2122,6.3,0.34,0.19,5.8,0.041,22.0,145.0,0.9943,3.15,0.63
3981,7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37
1252,5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88
3278,7.5,0.26,0.59,11.8,0.046,58.0,164.0,0.99814,3.17,0.46
3374,6.8,0.26,0.43,11.75,0.045,53.0,198.0,0.9969,3.26,0.55
2814,8.2,0.15,0.48,2.7,0.052,24.0,190.0,0.995,3.5,0.45
1848,6.6,0.25,0.3,1.6,0.046,32.0,134.0,0.993,3.42,0.51
3037,5.6,0.18,0.31,1.5,0.038,16.0,84.0,0.9924,3.34,0.58
388,9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56
235,7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86
1077,8.5,0.37,0.32,1.8,0.066,26.0,51.0,0.99456,3.38,0.72
1984,7.0,0.2,0.37,2.0,0.03,26.0,136.0,0.9932,3.28,0.61
4363,6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.99742,3.24,0.78
3962,6.9,0.36,0.35,8.6,0.038,37.0,125.0,0.9916,3.0,0.32
770,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77
2165,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42
4533,7.3,0.36,0.34,14.8,0.057,46.0,173.0,0.99751,3.14,0.57
673,8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.99788,3.36,0.61
249,7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7
1574,6.7,0.26,0.39,1.1,0.04,45.0,147.0,0.9935,3.32,0.58
3419,6.8,0.29,0.49,1.4,0.142,52.0,148.0,0.9937,3.08,0.49
2081,4.8,0.33,0.0,6.5,0.028,34.0,163.0,0.9937,3.35,0.61
1823,6.1,0.41,0.24,1.6,0.049,16.0,137.0,0.993,3.32,0.5
4927,7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.99428,3.09,0.49
4544,7.0,0.46,0.2,16.7,0.046,50.0,184.0,0.99898,3.08,0.56
716,5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77
4969,6.0,0.19,0.37,9.7,0.032,17.0,50.0,0.9932,3.08,0.66
2048,7.3,0.655,0.2,10.2,0.071,28.0,212.0,0.9971,2.96,0.58
4178,6.7,0.3,0.44,18.75,0.057,65.0,224.0,0.99956,3.11,0.53
2724,6.4,0.37,0.49,13.3,0.045,53.0,243.0,0.9982,3.14,0.48
4814,6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42
1460,7.8,0.24,0.32,12.2,0.054,42.0,138.0,0.9984,3.01,0.54
1668,6.8,0.15,0.3,5.3,0.05,40.0,127.0,0.9942,3.4,0.39
2756,5.8,0.15,0.49,1.1,0.048,21.0,98.0,0.9929,3.19,0.48
2000,7.0,0.2,0.38,8.1,0.05,42.0,173.0,0.99585,3.3,0.54
4571,6.5,0.29,0.52,7.9,0.049,35.0,192.0,0.99551,3.16,0.51
4613,6.9,0.19,0.38,1.15,0.023,30.0,105.0,0.99047,3.11,0.38
404,8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53
384,11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68
4784,7.6,0.36,0.48,13.5,0.038,44.0,116.0,0.9982,3.04,0.48
2152,6.5,0.18,0.33,8.0,0.051,16.0,131.0,0.9965,3.28,0.44
1633,8.3,0.41,0.51,2.0,0.046,11.0,207.0,0.993,3.02,0.55
4879,6.1,0.26,0.28,1.7,0.043,24.0,98.0,0.98918,3.14,0.44
3925,7.2,0.17,0.37,6.9,0.059,47.0,128.0,0.99322,3.08,0.46
4158,6.7,0.64,0.3,1.2,0.03,18.0,76.0,0.9892,3.16,0.6
223,8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57
2193,7.0,0.24,0.18,1.3,0.046,9.0,62.0,0.994,3.38,0.47
3136,6.8,0.26,0.32,7.0,0.041,38.0,118.0,0.9939,3.25,0.52
4469,6.8,0.31,0.19,3.5,0.086,30.0,130.0,0.993,2.83,0.44
1824,5.9,0.21,0.24,12.1,0.044,53.0,165.0,0.9969,3.25,0.39
4894,7.3,0.22,0.37,15.5,0.048,70.0,203.0,0.99899,3.25,0.77
797,7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59
2871,7.8,0.2,0.24,1.6,0.026,26.0,189.0,0.991,3.08,0.74
9,6.7,0.58,0.08,1.8,0.097,15.0,65.0,0.9959,3.28,0.54
1944,6.7,0.19,0.34,1.0,0.022,22.0,94.0,0.9912,3.23,0.57
1838,6.7,0.34,0.54,16.3,0.047,44.0,181.0,0.9987,3.04,0.56
255,13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81
4485,5.9,0.12,0.27,4.8,0.03,40.0,110.0,0.99226,3.55,0.68
4800,6.9,0.52,0.54,7.9,0.036,23.0,169.0,0.99267,3.26,0.47
1581,7.2,0.29,0.4,13.6,0.045,66.0,231.0,0.9977,3.08,0.59
2956,10.0,0.23,0.27,14.1,0.033,45.0,166.0,0.9988,2.72,0.43
924,8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,3.38,0.66
4719,6.0,0.19,0.26,1.4,0.039,30.0,104.0,0.98998,3.32,0.41
2508,6.3,0.29,0.4,6.5,0.039,43.0,167.0,0.9953,3.15,0.44
3775,5.6,0.21,0.4,1.3,0.041,81.0,147.0,0.9901,3.22,0.95
4136,6.9,0.28,0.3,8.3,0.026,37.0,113.0,0.99139,2.99,0.38
2779,6.3,0.31,0.3,10.0,0.046,49.0,212.0,0.9962,3.74,0.55
539,8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61
2745,8.1,0.3,0.49,12.3,0.049,50.0,144.0,0.9971,3.09,0.57
4790,6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35
4864,6.4,0.31,0.27,7.4,0.049,48.0,169.0,0.99323,3.27,0.45
1145,7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51
4468,4.8,0.26,0.23,10.6,0.034,23.0,111.0,0.99274,3.46,0.28
667,9.5,0.57,0.27,2.3,0.082,23.0,144.0,0.99782,3.27,0.55
3019,7.9,0.33,0.26,1.2,0.044,23.0,103.0,0.9932,3.19,0.54
357,12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57
2831,7.7,0.38,0.4,2.0,0.038,28.0,152.0,0.9906,3.18,0.32
2783,6.7,0.25,0.26,1.55,0.041,118.5,216.0,0.9949,3.55,0.63
1353,6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75
470,9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73
2703,7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4
3330,7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41
3637,7.7,0.16,0.36,5.9,0.054,25.0,148.0,0.99578,3.25,0.54
1396,6.6,0.24,0.27,1.4,0.057,33.0,152.0,0.9934,3.22,0.56
3584,6.9,0.3,0.25,3.3,0.041,26.0,124.0,0.99428,3.18,0.5
4778,7.5,0.23,0.3,1.2,0.03,27.0,80.0,0.99192,3.05,0.68
3376,7.2,0.24,0.29,3.0,0.036,17.0,117.0,0.99411,3.36,0.68
1256,7.2,0.58,0.54,2.1,0.114,3.0,9.0,0.99719,3.33,0.57
3512,6.8,0.11,0.42,1.1,0.042,51.0,132.0,0.99059,3.18,0.74
1250,9.9,0.5,0.5,13.8,0.205,48.0,82.0,1.00242,3.16,0.75
5197,6.5,0.2,0.35,3.9,0.04,27.0,140.0,0.99102,2.98,0.53
4298,5.8,0.2,0.24,1.4,0.033,65.0,169.0,0.99043,3.59,0.56
3284,6.9,0.3,0.21,7.2,0.045,54.0,190.0,0.99595,3.22,0.48
2933,8.2,0.18,0.28,8.5,0.035,41.0,140.0,0.9952,3.04,0.37
4175,7.1,0.25,0.28,1.2,0.04,31.0,111.0,0.99174,3.18,0.53
1852,7.0,0.23,0.33,5.8,0.04,25.0,136.0,0.995,3.19,0.58
5180,5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.9898,3.33,0.44
2105,5.6,0.19,0.39,1.1,0.043,17.0,67.0,0.9918,3.23,0.53
133,8.2,0.4,0.44,2.8,0.089,11.0,43.0,0.9975,3.53,0.61
928,7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6
823,8.3,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,3.34,0.86
4836,6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.99089,3.32,0.65
1531,6.9,0.54,0.32,13.2,0.05,53.0,236.0,0.9973,3.2,0.5
1214,5.9,0.44,0.0,1.6,0.042,3.0,11.0,0.9944,3.48,0.85
504,11.7,0.49,0.49,2.2,0.083,5.0,15.0,1.0,3.19,0.43
4285,6.3,0.32,0.32,1.5,0.037,12.0,76.0,0.98993,3.3,0.46
1996,5.8,0.25,0.28,11.1,0.056,45.0,175.0,0.99755,3.42,0.43
3072,11.8,0.23,0.38,11.1,0.034,15.0,123.0,0.9997,2.93,0.55
1958,8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.9916,3.1,0.5
1384,8.5,0.24,0.39,10.4,0.044,20.0,142.0,0.9974,3.2,0.53
894,9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.99704,3.27,0.77
455,8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99
4961,5.8,0.28,0.18,1.2,0.058,7.0,108.0,0.99288,3.23,0.58
3709,7.3,0.23,0.34,9.3,0.052,19.0,86.0,0.99574,3.04,0.56
4913,6.1,0.22,0.5,6.6,0.045,30.0,122.0,0.99415,3.22,0.49
4748,6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.99086,3.05,0.34
4268,6.6,0.64,0.28,4.4,0.032,19.0,78.0,0.99036,3.11,0.62
3522,6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.99076,3.39,0.47
4134,6.6,0.24,0.3,11.3,0.026,11.0,77.0,0.99381,3.13,0.55
3602,6.8,0.16,0.29,10.4,0.046,59.0,143.0,0.99518,3.2,0.4
713,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49
4186,5.8,0.54,0.0,1.4,0.033,40.0,107.0,0.98918,3.26,0.35
2214,7.6,0.39,0.22,2.8,0.036,19.0,113.0,0.9926,3.03,0.29
2923,8.9,0.33,0.34,1.4,0.056,14.0,171.0,0.9946,3.13,0.47
1810,6.7,0.31,0.31,9.9,0.04,10.0,175.0,0.9953,3.46,0.55
3486,6.9,0.21,0.24,1.8,0.021,17.0,80.0,0.98992,3.15,0.46
3141,7.7,0.28,0.35,15.3,0.056,31.0,117.0,0.9998,3.27,0.5
1827,5.9,0.37,0.1,1.6,0.057,39.0,128.0,0.9924,3.24,0.48
1155,8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48
1324,6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56
4312,7.0,0.29,0.33,0.9,0.041,20.0,117.0,0.99048,3.21,0.5
510,5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74
1680,5.7,0.32,0.5,2.6,0.049,17.0,155.0,0.9927,3.22,0.64
499,9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52
4829,5.9,0.25,0.24,7.4,0.044,21.0,113.0,0.99462,3.38,0.58
1856,6.4,0.45,0.07,1.1,0.03,10.0,131.0,0.9905,2.97,0.28
1388,5.8,0.27,0.2,14.95,0.044,22.0,179.0,0.9962,3.37,0.37
3719,6.5,0.15,0.32,1.3,0.036,19.0,76.0,0.98964,3.18,0.41
2386,8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,3.04,0.32
3236,6.6,0.19,0.43,10.9,0.045,53.0,154.0,0.99752,3.52,0.77
1540,6.8,0.18,0.38,1.4,0.038,35.0,111.0,0.9918,3.32,0.59
1217,10.0,0.38,0.38,1.6,0.169,27.0,90.0,0.99914,3.15,0.65
2681,7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.9974,3.52,0.58
2993,5.7,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4
1191,8.0,0.5,0.39,2.6,0.082,12.0,46.0,0.9985,3.43,0.62
1542,6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44
3301,8.1,0.24,0.26,11.0,0.043,41.0,211.0,0.99676,3.11,0.49
3324,7.4,0.34,0.3,14.9,0.037,70.0,169.0,0.99698,3.25,0.37
2539,6.2,0.16,0.47,1.4,0.029,23.0,81.0,0.99,3.26,0.42
953,6.6,0.5,0.0,1.8,0.062,21.0,28.0,0.99352,3.44,0.55
4330,6.4,0.24,0.23,2.0,0.046,30.0,133.0,0.9908,3.12,0.54
732,6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66
1156,7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53
4932,6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.98916,3.04,0.37
3294,6.8,0.26,0.22,4.8,0.041,110.0,198.0,0.99437,3.29,0.67
2982,9.2,0.71,0.23,6.2,0.042,15.0,93.0,0.9948,2.89,0.34
2156,6.8,0.705,0.25,3.2,0.048,10.0,57.0,0.996,3.36,0.52
1062,7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48
2616,7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.9918,3.06,0.62
1167,8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46
3222,7.5,0.31,0.24,7.1,0.031,28.0,141.0,0.99397,3.16,0.38
3636,7.7,0.18,0.35,5.8,0.055,25.0,144.0,0.99576,3.24,0.54
2938,6.6,0.31,0.38,16.05,0.058,16.0,165.0,0.9997,3.38,0.6
4491,6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34
3140,7.1,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39
143,7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56
3577,7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.99652,3.2,0.42
2782,7.4,0.26,0.37,9.4,0.047,42.0,147.0,0.9982,3.46,0.72
717,7.5,0.685,0.07,2.5,0.058,5.0,9.0,0.99632,3.38,0.55
1819,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52
2502,9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28
4360,6.9,0.58,0.58,8.2,0.032,29.0,169.0,0.99275,3.28,0.44
4171,6.9,0.24,0.23,7.1,0.041,20.0,97.0,0.99246,3.1,0.85
395,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74
5146,6.1,0.15,0.4,1.2,0.03,19.0,84.0,0.98926,3.19,0.96
4492,6.6,0.39,0.22,4.0,0.038,17.0,98.0,0.99018,3.25,0.53
1365,8.1,0.27,0.41,1.45,0.033,11.0,63.0,0.9908,2.99,0.56
4851,6.8,0.24,0.29,2.0,0.044,15.0,96.0,0.99232,3.23,0.64
595,7.7,0.66,0.04,1.6,0.039,4.0,9.0,0.9962,3.4,0.47
3952,7.8,0.3,0.36,4.6,0.024,20.0,198.0,0.99222,3.06,0.66
2914,8.7,0.49,0.57,17.8,0.052,34.0,243.0,1.0007,2.98,0.82
2326,8.5,0.16,0.33,1.0,0.076,17.0,57.0,0.9921,3.14,0.46
3766,6.4,0.16,0.32,8.75,0.038,38.0,118.0,0.99449,3.19,0.41
3440,7.4,0.4,0.41,14.1,0.053,37.0,194.0,0.99886,3.2,0.63
3851,6.9,0.25,0.47,8.4,0.042,36.0,156.0,0.99604,3.15,0.55
4132,6.4,0.32,0.31,1.9,0.037,34.0,126.0,0.99,3.06,0.45
4884,6.5,0.315,0.2,6.6,0.041,9.0,126.0,0.99494,2.94,0.51
2143,6.2,0.28,0.43,13.0,0.039,64.0,233.0,0.99745,3.08,0.38
1571,8.5,0.26,0.21,16.2,0.074,41.0,197.0,0.998,3.02,0.5
4079,6.6,0.16,0.35,1.8,0.042,26.0,105.0,0.98962,3.19,0.75
1122,9.9,0.44,0.46,2.2,0.091,10.0,41.0,0.99638,3.18,0.69
2786,7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.49
2967,8.3,0.23,0.3,2.1,0.049,21.0,153.0,0.9953,3.09,0.5
2504,6.5,0.37,0.33,3.9,0.027,40.0,130.0,0.9906,3.28,0.39
3465,9.0,0.26,0.34,6.7,0.029,21.0,162.0,0.99497,3.08,0.5
675,7.0,0.57,0.0,2.0,0.19,12.0,45.0,0.99676,3.31,0.6
2808,6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59
3348,6.3,0.695,0.55,12.9,0.056,58.0,252.0,0.99806,3.29,0.49
728,7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62
412,9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71
3146,7.2,0.115,0.3,6.8,0.056,26.0,105.0,0.9954,3.44,0.4
1516,6.8,0.26,0.56,11.9,0.043,64.0,226.0,0.997,3.02,0.63
825,8.5,0.66,0.2,2.1,0.097,23.0,113.0,0.99733,3.13,0.48
3267,7.0,0.36,0.3,5.0,0.04,40.0,143.0,0.99173,3.33,0.42
3974,7.0,0.17,0.36,6.4,0.055,42.0,123.0,0.99318,3.11,0.5
616,8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61
114,8.2,1.33,0.0,1.7,0.081,3.0,12.0,0.9964,3.53,0.49
417,9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7
3069,6.8,0.34,0.44,6.6,0.052,28.0,156.0,0.9955,3.14,0.41
1625,5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,3.29,0.62
5267,5.7,0.22,0.25,1.1,0.05,97.0,175.0,0.99099,3.44,0.62
4185,5.6,0.34,0.3,6.9,0.038,23.0,89.0,0.99266,3.25,0.49
2896,7.4,0.29,0.31,1.7,0.035,23.0,110.0,0.9926,3.07,0.38
4972,6.8,0.23,0.39,16.1,0.053,71.0,194.0,0.9988,3.18,0.64
2082,6.1,0.27,0.33,2.2,0.021,26.0,117.0,0.9886,3.12,0.3
753,8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79
2546,7.1,0.26,0.31,2.2,0.044,29.0,128.0,0.9937,3.34,0.64
3969,5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45
3373,8.1,0.4,0.32,7.9,0.031,23.0,118.0,0.99176,3.05,0.46
4107,6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38
